,val_loss,loss
0,-0.9041950308093546,-0.39183426165422813
1,-1.0986133474044308,-0.934148515877496
2,-1.1519733710742452,-1.03388913513388
3,-1.2367323675436714,-1.0999278245899893
4,-1.283588974371007,-1.1536869146327813
5,-1.2735024915981095,-1.1955071570571394
6,-1.3322801246583778,-1.2287564348398237
7,-1.3482103329113269,-1.2625225107635225
8,-1.2861099360918575,-1.2900410995300309
9,-1.4287554476081625,-1.3101200178816754
10,-1.3828236287896765,-1.3325554311205339
11,-1.42727097261619,-1.3500874230579822
12,-1.4583916782975992,-1.3676716270110525
13,-1.4397811482585632,-1.382730130350254
14,-1.4114261312526464,-1.394785322442004
15,-1.4952268408598122,-1.4098095556755346
16,-1.4861091819469374,-1.4193472379954506
17,-1.40834665729405,-1.4330130407212034
18,-1.5097492576990428,-1.4438824902733485
19,-1.5215364246908596,-1.4541701905813265
20,-1.5521793593850906,-1.4638003445019325
21,-1.546663378752406,-1.4732663849903842
22,-1.514307876789375,-1.4829927140373504
23,-1.5408443140868298,-1.4901046504344333
24,-1.5299292184119122,-1.4998854845119265
25,-1.5710056033959017,-1.5078489110425641
26,-1.5618955870528883,-1.5161534824531322
27,-1.5677116534524926,-1.5243176515847785
28,-1.578792443013043,-1.53035759382569
29,-1.6073412320703344,-1.539093172189578
30,-1.606344684515849,-1.5466366884828722
31,-1.5804218936290386,-1.5533045089813973
32,-1.5982939567319978,-1.558031712471373
33,-1.612421813687503,-1.5663444460694043
34,-1.6007676175901644,-1.571935451696138
35,-1.6170748737916236,-1.5793966594283608
36,-1.6091245670019962,-1.5859719034620718
37,-1.618730581715281,-1.5925436676281628
38,-1.5923263340152245,-1.5968975054254155
39,-1.5679520496486548,-1.6029222792064208
40,-1.6276364793377813,-1.6095472306888534
41,-1.611939738457197,-1.6135569375891077
42,-1.6350654866216152,-1.6199329855819615
43,-1.6257639038872944,-1.6262874773625484
44,-1.6415526259200737,-1.629690516362801
45,-1.622448427979638,-1.635865628679444
46,-1.594514172252301,-1.6410807259569071
47,-1.6477479385994778,-1.6475360779867128
48,-1.6353861811302126,-1.6502441303470945
49,-1.6511397656553384,-1.6564826603690816
50,-1.6297494171677496,-1.6602759234539999
51,-1.6492049086349174,-1.666732030556661
52,-1.6503942948235308,-1.670492236075135
53,-1.632526832079245,-1.6757933652612502
54,-1.597902054202576,-1.6799066051530291
55,-1.6401750993377295,-1.685821343285785
56,-1.6584231853485107,-1.6905296640264962
57,-1.6461453417493208,-1.693854633628556
58,-1.6089953214870245,-1.6979634378108066
59,-1.5977786789010697,-1.7055511353631352
60,-1.6232231095340597,-1.7075159141391678
61,-1.629943914768088,-1.7121440630250466
62,-1.6396544327418594,-1.717563048714454
63,-1.611623873503121,-1.7194305269384285
64,-1.617181792282273,-1.7243450914214984
65,-1.6565130639400127,-1.7298449841121553
66,-1.6329003903768646,-1.7342044910831242
