,val_loss,loss
0,-0.352139100298584,-0.37649683597127087
1,-0.3523885670096375,-0.37690840725583835
2,-0.3524523243194842,-0.37725326746972454
3,-0.3523223601588724,-0.3772991403978945
4,-0.35239068808682966,-0.3773469809732189
5,-0.35244267059036755,-0.3776267569482988
6,-0.3524283225734525,-0.3776217174070104
7,-0.3523463500402447,-0.37757450309444407
8,-0.35244324904912194,-0.3777723094600985
9,-0.3524949402337576,-0.3778223660506223
10,-0.35241603082071216,-0.3779470627807208
11,-0.3524962856202474,-0.3776682776817995
12,-0.3525002897609194,-0.3778687820994183
13,-0.3522525982609164,-0.3779440018380137
14,-0.3524739636396061,-0.3780901775248537
15,-0.35244117602071207,-0.3780981506332681
16,-0.35257469125532925,-0.3780733962178899
17,-0.35235365044266403,-0.3781424997252394
18,-0.3523556552063944,-0.378149840080499
19,-0.3524547700724952,-0.3780280539129972
20,-0.35241525563094683,-0.3783375843405231
21,-0.35239916436001917,-0.378322192909567
22,-0.35235505531027983,-0.3783753831795273
23,-0.3524386309517876,-0.37822680150100657
24,-0.3524508327828995,-0.37835583109349735
25,-0.3523993259293677,-0.37849691303344035
26,-0.3524759163333336,-0.3785192096075475
