,val_loss,loss
0,-0.3514584084351858,-0.36071008682250977
1,-0.3532513161500295,-0.3643410450220108
2,-0.35433692832787833,-0.3656213043133418
3,-0.3561518549919128,-0.36863717158635456
4,-0.35377610524495445,-0.37015050450960796
5,-0.3569293071826299,-0.37169952392578126
6,-0.35802036225795747,-0.3726954285303752
7,-0.3591828962167104,-0.3758932336171468
8,-0.359112227956454,-0.37632012327512104
9,-0.35894810358683266,-0.3784739798307419
10,-0.35956157445907594,-0.38034677743911743
11,-0.3601868778467178,-0.3816982392470042
12,-0.3594524065653483,-0.382737962603569
13,-0.3597714424133301,-0.38473577857017516
14,-0.35872702598571776,-0.3866911987463633
15,-0.3588189333677292,-0.38821181575457253
16,-0.36008796791235603,-0.38974021832148237
