,val_loss,loss
0,-0.2059669776217278,-0.2145800026597459
1,-0.20601428654743947,-0.21495426371980722
2,-0.20606123650030087,-0.21525139924612688
3,-0.20604635206216934,-0.21541474309555866
4,-0.20601436263497128,-0.2154569258512347
5,-0.20606538758364631,-0.21560037953601033
6,-0.20603430389520788,-0.2155678827806148
7,-0.2060446765341573,-0.2156126284129201
8,-0.20604423755891801,-0.21575814191391507
9,-0.20604163272065718,-0.21582425725792342
10,-0.2060171234842382,-0.2158913008661872
11,-0.2060319334817542,-0.21585722735702356
12,-0.2060301508527183,-0.21591534005539872
13,-0.2060419197438528,-0.21596224147246282
14,-0.20605463682644493,-0.21597306998541785
15,-0.2060355881124824,-0.21609610007752578
