,val_loss,loss
0,-0.19447259964850705,0.5689877891515444
1,-0.2214676576078748,-0.17481642137411504
2,-0.233272841558351,-0.21538557896834246
3,-0.24630785104373676,-0.23289303033103284
4,-0.26109939496582507,-0.24792680972870537
5,-0.2768360843052931,-0.26293524727371437
6,-0.2899509273982394,-0.2779418233942198
7,-0.30027624257912483,-0.2903467383630512
8,-0.3082786494415256,-0.29994529903679107
9,-0.31428431160790893,-0.3076179718882953
10,-0.31897973042601624,-0.313884099443285
11,-0.3238469724168762,-0.31937884306806974
12,-0.32492764328801355,-0.3237244481506705
13,-0.3294292714789033,-0.32786022265553183
14,-0.330859687439231,-0.3315064434178642
15,-0.3327184555416911,-0.3349212944386566
16,-0.3345832835137501,-0.3378608642215147
17,-0.33553184926056956,-0.3407941849888819
18,-0.3361093857418467,-0.3434417678305986
19,-0.33411091717739355,-0.3461821547480083
20,-0.3377640576865468,-0.3484306225419185
21,-0.3366830641639252,-0.35081076755214385
22,-0.339159759348668,-0.35307484733840244
23,-0.3394073222039236,-0.3554043935184059
24,-0.33885861426461494,-0.357395681714303
25,-0.3388139252258615,-0.35953290856346404
26,-0.3364090140160124,-0.3615213549923555
27,-0.3372804661335661,-0.3635127140290269
28,-0.33415537938774115,-0.36564293343461285
29,-0.33817620202470094,-0.3675288788099718
30,-0.3349558205517267,-0.36946153885013744
31,-0.3372012150334291,-0.3715284784695883
32,-0.336771565409484,-0.3733484555767099
33,-0.3364640593515023,-0.37516182818812077
