,val_loss,loss
0,-0.8626769730607239,-0.029420970452173907
1,-1.0346172045321884,-0.8416874344574414
2,-1.112127786651065,-0.9950809073134046
3,-1.2021786411758835,-1.0771814044512096
4,-1.23677793538381,-1.138517722559313
5,-1.1894606210492105,-1.1932309088341782
6,-1.3052790038409443,-1.2379981781192646
7,-1.3519469780936209,-1.2739609537504897
8,-1.3218768028627748,-1.3029939893632354
9,-1.3829277496362045,-1.3288295087242834
10,-1.427835910874195,-1.3523455851931372
11,-1.4127260454508557,-1.3725873124828594
12,-1.4183509969063517,-1.3909009211608638
13,-1.4621632609146684,-1.4082004391476155
14,-1.5126725793461246,-1.4221364948645399
15,-1.4616342158792976,-1.4382102716765979
16,-1.5375871941869281,-1.4516593563701636
17,-1.53781792669013,-1.461945442617315
18,-1.5178552191844328,-1.476347316575952
19,-1.5436384630949849,-1.4863072838646716
20,-1.5274110572996322,-1.4994754532799215
21,-1.5441963445089009,-1.5080705839664958
22,-1.5813968800301654,-1.516952558696211
23,-1.5654245562304172,-1.52788419017338
24,-1.5825218877950462,-1.5365452296672735
25,-1.5960216290550575,-1.5444502689336836
26,-1.5909530811531598,-1.5537934211133537
27,-1.6002687600634489,-1.5626383449180914
28,-1.6062979235672166,-1.5718174820627155
29,-1.5663676702451959,-1.5788462101391274
30,-1.477347011311439,-1.58744679466514
31,-1.593462533454535,-1.5965241317500136
32,-1.6113644278656083,-1.6037253668722136
33,-1.6155145892124145,-1.6121080529555827
34,-1.6056219488965622,-1.6179352908013758
35,-1.6254828137350115,-1.627630877674161
36,-1.6062373397483711,-1.6325299751363294
37,-1.6246571364337992,-1.6395840506528674
38,-1.5619043851815526,-1.6468250838941731
39,-1.6246461211441026,-1.6534624004197869
40,-1.6344299795109913,-1.6590197553411723
41,-1.6165990809704778,-1.6674222839575397
42,-1.5705213994714156,-1.6734401644311871
43,-1.6221242072586088,-1.6785553993933295
44,-1.6350220922992276,-1.6841179855551422
45,-1.6094177452726846,-1.6900334212315506
46,-1.5922393460935802,-1.6966862205701267
47,-1.6193520480961177,-1.7032690648899236
48,-1.6279920492747564,-1.7088693273736733
49,-1.614197198460241,-1.7155336836480983
50,-1.5842369844527555,-1.7217284982562089
51,-1.5749794059488154,-1.7245087268694317
52,-1.621803313692731,-1.7313084436568202
53,-1.5639638270536875,-1.7351189081853209
54,-1.6122789757882507,-1.7400979757622546
