,Phase,Ascii file,Tel
0,3.360000000000582,103236.SN2006gj.ascii,FLWO-1.5m / FAST
1,4.2500000000873115,104044.SN2006gj.ascii,LCO-duPont / WFCCD
2,6.2100000000573345,104045.SN2006gj.ascii,LCO-duPont / WFCCD
3,7.2100000000573345,104046.SN2006gj.ascii,LCO-duPont / WFCCD
