,ObjName,Redshift,DM15,DM15err,Subtype,EBV,EBVhost,EBVmw,EBVhostNew,EBVmwSFD,EBVfinal
70,SN2011fe,0.000804,1.108,0,Ia-norm,0.0077,0,0.008,0.337204395,0.008824802,0
