,Phase,Ascii file,Tel
0,14.644000000000231,101180.SN2008C.ascii,Lick-3m / KAST
1,10.5199999999968,103784.SN2008C.ascii,MMT / MMT-Blue
2,9.329999999878057,104333.SN2008C.ascii,LCO-duPont / BC-duPont
