11.57 day
 #index velocity (km/s) density (g/cm^3)
0 3500.0 1.3442672518722019e-12
1 3800.0 1.20219993028882e-12
2 4100.0 1.0751468284104605e-12
3 4400.0 9.615211858840863e-13
4 4700.0 8.599039372797026e-13
5 5000.0 7.690259894473874e-13
6 5300.0 6.877523718712393e-13
7 5600.0 6.150680620747421e-13
8 5900.0 5.500653090516794e-13
9 6200.0 4.919322964055182e-13
10 6500.0 4.399430036117229e-13
11 6800.0 3.934481387807766e-13
12 7100.0 3.5186702968159755e-13
13 7400.0 3.146803717527191e-13
14 7700.0 2.814237425314772e-13
15 8000.0 2.5168180150320666e-13
16 8300.0 2.250831029326339e-13
17 8600.0 2.0129545689515083e-13
18 8900.0 1.800217805721068e-13
19 9200.0 1.6099638799713242e-13
20 9500.0 1.43981671916311e-13
21 9800.0 1.2876513632209855e-13
22 10100.0 1.1515674260044687e-13
23 10400.0 1.0298653614728266e-13
24 10700.0 9.210252381326383e-14
25 11000.0 8.236877566831983e-14
26 11300.0 7.36637273789986e-14
27 11600.0 6.587866199709069e-14
28 11900.0 5.89163521986568e-14
29 12200.0 5.2689846016445557e-14
30 12500.0 4.7121380900768615e-14
31 12800.0 4.2141412546589783e-14
32 13100.0 3.768774635789392e-14
33 13400.0 3.370476070223439e-14
34 13700.0 3.0142712254720387e-14
35 14000.0 2.695711475591751e-14
36 14300.0 2.4108183424997052e-14
37 14600.0 2.1560338089435894e-14
38 14900.0 1.928175882587622e-14
39 15200.0 1.7243988562564482e-14
40 15500.0 1.5421577680289337e-14
41 15800.0 1.3791766173256454e-14
42 16100.0 1.2334199400421683e-14
43 16400.0 1.1030673877313985e-14
44 16700.0 9.86490993355412e-15
45 17000.0 8.822348396799092e-15
46 17300.0 7.889968763907578e-15
47 17600.0 7.056126588474253e-15
48 17900.0 6.310408053873567e-15
49 18200.0 5.6434999155822925e-15
50 18500.0 5.0470731884964504e-15
51 18800.0 4.513679126618972e-15
52 19100.0 4.0366561960131e-15
53 19400.0 3.610046879211069e-15
54 19700.0 3.228523272052096e-15
55 20000.0 2.887320543732072e-15
56 20300.0 2.5821774290505212e-15
57 20600.0 2.309283009665271e-15
58 20900.0 2.0652291197083167e-15
59 21200.0 1.846967781358864e-15
60 21500.0 1.65177313878834e-15
61 21800.0 1.4772074150721576e-15
62 22100.0 1.3210904669056898e-15
63 22400.0 1.1814725568946865e-15
64 22700.0 1.0566100033745218e-15
65 23000.0 9.449434036499775e-16
66 23300.0 8.450781586866193e-16
67 23600.0 7.557670560275196e-16
68 23900.0 6.758946934141703e-16
69 24200.0 6.044635485789163e-16
70 24500.0 5.405815212351766e-16
71 24800.0 4.834507916779472e-16
72 25100.0 4.323578568501474e-16
73 25400.0 3.866646194357232e-16
74 25700.0 3.458004186915748e-16
75 26000.0 3.0925490349174844e-16
76 26300.0 2.765716585756719e-16
77 26600.0 2.473425043989292e-16
78 26900.0 2.2120239939767855e-16
79 27200.0 1.9782488100133404e-16
80 27500.0 1.769179884565156e-16
81 27800.0 1.58220616542611e-16
82 28100.0 1.4149925464067217e-16
83 28400.0 1.2654507043001905e-16
84 28700.0 1.1317130179098171e-16
85 29000.0 1.0121092434136598e-16
86 29300.0 9.051456547661602e-17
87 29600.0 8.094863886221905e-17
88 29900.0 7.239367608010919e-17
89 30200.0 6.47428345930818e-17
90 30500.0 5.790056339325528e-17
91 30800.0 5.1781409669922206e-17
92 31100.0 4.630895159332161e-17
93 31400.0 4.141484388591829e-17
94 31700.0 3.703796426137045e-17
95 32000.0 3.3123650071103915e-17
96 32300.0 2.962301562500476e-17
97 32600.0 2.649234166028095e-17
98 32900.0 2.3692529333598013e-17
99 33200.0 2.1188611917420458e-17
100 33500.0 1.8949318102157714e-17
101 33800.0 1.6946681450215387e-17
102 34100.0 1.5155691124440685e-17
103 34400.0 1.3553979528926023e-17
104 34700.0 1.2121542961131403e-17
105 35000.0 1.0840491786562186e-17
106 35300.0 9.694827015945604e-18
107 35600.0 8.670240494588816e-18
108 35900.0 7.753936208492051e-18
