,Phase,Ascii file,Tel
0,-4.900000000001455,6886.SN2009Y.ascii,Other / Other
1,-5.569999999926949,104454.SN2009Y.ascii,Magellan-Clay / LDSS-3
2,-4.569999999926949,104455.SN2009Y.ascii,Magellan-Clay / LDSS-3
