11.5741 day
 #index velocity (km/s) density (g/cm^3)
0     3500.0  1.543710e-11
1     3800.0  1.276734e-11
2     4100.0  1.055930e-11
3     4400.0  8.733134e-12
4     4700.0  7.222790e-12
5     5000.0  5.973650e-12
6     5300.0  4.940543e-12
7     5600.0  4.086105e-12
8     5900.0  3.379437e-12
9     6200.0  2.794983e-12
10    6500.0  2.311607e-12
11    6800.0  1.911828e-12
12    7100.0  1.581189e-12
13    7400.0  1.307731e-12
14    7700.0  1.081567e-12
15    8000.0  8.945161e-13
16    8300.0  7.398148e-13
17    8600.0  6.118681e-13
18    8900.0  5.060491e-13
19    9200.0  4.185309e-13
20    9500.0  3.461484e-13
21    9800.0  2.862841e-13
22   10100.0  2.367729e-13
23   10400.0  1.958244e-13
24   10700.0  1.619577e-13
25   11000.0  1.339481e-13
26   11300.0  1.107825e-13
27   11600.0  9.162335e-14
28   11900.0  7.577763e-14
29   12200.0  6.267233e-14
30   12500.0  5.183352e-14
31   12800.0  4.286921e-14
32   13100.0  3.545523e-14
33   13400.0  2.932346e-14
34   13700.0  2.425214e-14
35   14000.0  2.005787e-14
36   14300.0  1.658898e-14
37   14600.0  1.372001e-14
38   14900.0  1.134722e-14
39   15200.0  9.384783e-15
40   15500.0  7.761739e-15
41   15800.0  6.419392e-15
42   16100.0  5.309196e-15
43   16400.0  4.391001e-15
44   16700.0  3.631603e-15
45   17000.0  3.003539e-15
46   17300.0  2.484094e-15
47   17600.0  2.054485e-15
48   17900.0  1.699174e-15
49   18200.0  1.405311e-15
50   18500.0  1.162271e-15
51   18800.0  9.612630e-16
52   19100.0  7.950182e-16
53   19400.0  6.575245e-16
54   19700.0  5.438094e-16
55   20000.0  4.497608e-16
56   20300.0  3.719773e-16
57   20600.0  3.076460e-16
58   20900.0  2.544404e-16
59   21200.0  2.104364e-16
60   21500.0  1.740427e-16
61   21800.0  1.439430e-16
62   22100.0  1.190489e-16
63   22400.0  9.846010e-17
64   22700.0  8.143200e-17
65   23000.0  6.734881e-17
66   23300.0  5.570123e-17
67   23600.0  4.606803e-17
68   23900.0  3.810083e-17
69   24200.0  3.151151e-17
70   24500.0  2.606178e-17
71   24800.0  2.155455e-17
72   25100.0  1.782682e-17
73   25400.0  1.474377e-17
74   25700.0  1.219392e-17
75   26000.0  1.008506e-17
76   26300.0  8.340904e-18
77   26600.0  6.898393e-18
78   26900.0  5.705357e-18
79   27200.0  4.718649e-18
80   27500.0  3.902586e-18
81   27800.0  3.227656e-18
82   28100.0  2.669452e-18
83   28400.0  2.207786e-18
84   28700.0  1.825962e-18
85   29000.0  1.510173e-18
86   29300.0  1.248997e-18
87   29600.0  1.032990e-18
88   29900.0  8.543408e-19
89   30200.0  7.065876e-19
90   30500.0  5.843874e-19
91   30800.0  4.833210e-19
92   31100.0  3.997335e-19
93   31400.0  3.306019e-19
94   31700.0  2.734262e-19
95   32000.0  2.261388e-19
96   32300.0  1.870294e-19
97   32600.0  1.546837e-19
98   32900.0  1.279321e-19
99   33200.0  1.058070e-19
100  33500.0  8.750829e-20
101  33800.0  7.237424e-20
102  34100.0  5.985754e-20
103  34400.0  4.950553e-20
104  34700.0  4.094383e-20
105  35000.0  3.386284e-20
106  35300.0  2.800646e-20
107  35600.0  2.316290e-20
108  35900.0  1.915702e-20
