,Phase,Ascii file,Tel
0,-3.0,24205.SN1992A.ascii,Other / Other
1,1.0,24207.SN1992A.ascii,Other / Other
2,3.0,24209.SN1992A.ascii,Other / Other
3,4.0,24210.SN1992A.ascii,Other / Other
4,5.0,24211.SN1992A.ascii,Other / Other
5,9.0,24214.SN1992A.ascii,Other / Other
6,15.0,24217.SN1992A.ascii,Other / Other
