,ObjName,Redshift,DM15,DM15err,Subtype,EBV,EBVhost,EBVmw,pivot,slope,EBVhostNew,EBVPaper1,Source1,EBVPaper2,Source2,EBVPaper3,Source3,EBVmwSFD,maxBV,EBVfinal
59,SN1994Q,0.029564,1.03,0.1,Ia-norm,0.0145,0.0,0.0,1.9,0.5,0.14309004836313144,,,,,,,0.017404705286026,0.00018052790996847534,0.14309004836313144
60,SN2006fw,0.0835,1.287744372,0.07400000000000001,Ia-norm,0.028,0.0,0.028,0.8,0.1,0.3282191228143437,0.262,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.03268837556242943,0.2089867570544648,0.262
61,SN1996bv,0.016672,0.92,0.08,Ia-norm,0.0895,0.0,0.0895,,,,,,,,,,0.10510187596082687,,0.0
62,SN2003D,0.022109,1.7723828430000002,0.07,Ia-norm,0.05,0.0,0.05,1.0,1.1,0.0,,,,,,,0.0652281641960144,0.10987457265960288,0.0
63,SN2002bz,0.037152,1.310568878,0.066,Ia-norm,0.0167,0.0,0.0,1.5,1.0,,,,,,,,0.01889006420969963,,0.0
64,SN2006cs,0.023676,1.93525798,0.07400000000000001,Ia-91bg,0.01,0.0,0.01,1.7,1.1,,,,,,,,0.011841681785881521,,0.0
65,SN1999ac,0.0095,1.23,0.03,Ia-norm,0.0385,0.18600000000000005,0.0,1.2,0.8,0.134473814576822,0.06,Jiawen,,,,,0.045991137623786926,0.02348908449112841,0.06
66,SN2006et,0.022639,1.02,0.05,Ia-norm,0.0165,0.16,0.0,1.6,0.6,0.3104376947742122,0.254,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.254,https://academic.oup.com/mnras/article/480/2/1445/5056728,,,0.01916754618287086,0.16970133311347269,0.254
67,SN2002cu,0.023323,1.35,0.03,Ia-norm,0.0535,0.0,0.0535,0.6,1.3,,,,,,,,0.06259266287088394,,0.0
68,SN2002hd,0.030835,1.16,0.11,Ia-norm,0.0321,0.0,0.0321,1.2,1.0,0.014296154860193144,,,,,,,0.03801960125565529,-0.10832996812437656,0.014296154860193144
69,SN2002hu,0.03,1.05,0.03,Ia-99aa-like,0.0382,0.0,0.0382,1.8,0.5,0.06331036604827106,0.02,https://academic.oup.com/mnras/article/366/2/682/1217567,,,,,0.04463796317577362,-0.05302161424400964,0.02
70,SN2011fe,0.0008039999999999999,1.108,0.0,Ia-norm,0.0077,0.0,0.008,1.0,1.1,0.33720439476572744,0.0,CoSe,,,,,0.008824802003800869,0.18440117785783627,0.0
71,SN2004fu,0.00921,1.08,0.07,Ia-norm,0.3345,0.0,0.3345,1.9,0.7,0.1805731644092392,,,,,,,0.3882629871368408,0.40729493201641986,0.1805731644092392
72,SN2013dy,0.00389,0.92,0.01,Ia-norm,0.132,0.21,0.135,1.3,0.9,0.21556288784237504,0.206,https://academic.oup.com/mnras/article/452/4/4307/1064490,,,,,0.15340137481689453,0.21618694616205758,0.206
73,SN2007R,0.03088,1.276413461,0.07,Ia-norm,0.0377,0.0,0.0377,,,,,,,,,,0.0467812716960907,,0.0
74,SN2006cz,0.0418,1.034271808,0.07400000000000001,Ia-99aa-like,0.0702,0.0,0.0702,1.9,1.1,0.22640671512946797,,,,,,,0.08315524458885193,0.14908921143570453,0.22640671512946797
75,SN2009F,0.012956,1.867255156,0.07400000000000001,Ia-91bg,0.0895,0.0,0.0895,1.1,0.5,0.0,0.108,https://arxiv.org/pdf/1702.06585.pdf,,,,,0.103982575237751,0.462739405656194,0.108
76,SN2007ca,0.014066,0.89,0.04,Ia-norm,0.0571,0.0,0.0571,1.1,1.1,0.37853945425898966,0.376,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.35,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.29,https://academic.oup.com/mnras/article/479/3/3663/5040246,0.06683380901813507,0.29580582868996785,0.376
77,SN2006en,0.031938999999999995,1.093740764,0.07,Ia-norm,0.0553,0.2,0.0,1.6,0.9,,,,,,,,0.06427761912345886,,0.0
78,SN2002cf,0.015501,1.78,0.11,Ia-91bg,0.0304,0.0,0.0304,1.1,1.7,0.0,,,,,,,0.03618935868144035,0.3765053975805266,0.0
79,SN2002hw,0.017535,1.44,0.08,Ia-norm,0.0932,0.0,0.0932,1.9,1.9,0.5876122521837346,0.55,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.1053921803832054,0.563202668530014,0.55
80,SN2006te,0.031592,1.04,0.07,Ia-norm,0.0385,0.0,0.0,1.8,0.6,,,,,,,,0.045248176902532584,,0.0
81,SN2006cf,0.041552,1.08357496,0.07,Ia-norm,0.013,0.0,0.013,1.1,1.1,0.09451623854317892,,,,,,,0.015962650999426842,-0.051097413853359086,0.09451623854317892
82,SN2006bt,0.032156,1.0,0.06,Ia-norm,0.0424,0.301,0.0,1.7,0.5,0.18142664390209656,0.313,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.05006285011768341,0.07257113823763106,0.313
83,SN2007cg,0.033196,1.05,0.1,Ia-norm,0.0686,0.0,0.0686,0.9,1.2,,0.76,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.08196184784173965,,0.76
84,SN2004fz,0.017312,1.36,0.05,Ia-norm,0.0527,0.0,0.0527,1.7,1.7,0.07876644964470686,,,,,,,0.06134974583983421,-0.002896765529854406,0.07876644964470686
85,SN1996X,0.006945000000000001,1.26,0.04,Ia-norm,0.0596,0.0,0.0596,1.2,1.1,0.056775390826407146,,,,,,,0.06942775845527649,-0.028375233900991503,0.056775390826407146
86,SN2000cf,0.036425,1.16,0.05,Ia-norm,0.0284,0.2,0.0,,,,,,,,,,0.033401060849428184,,0.0
87,SN1992G,0.00529,1.094632894,0.07400000000000001,Ia-norm,0.0168,0.0,0.0168,,,,,,,,,,0.019506573677062992,,0.0
88,SN2006ke,0.017182,1.251421151,0.07400000000000001,Ia-91bg,0.1588,0.0,0.1588,1.6,1.1,,,,,,,,0.1880754232406616,,0.0
89,SN2006eu,0.023586000000000003,1.27,0.06,Ia-norm,0.1671,0.0,0.1671,1.1,1.1,,,,,,,,0.1939333826303482,,0.0
90,SN1992A,0.006261,1.47,0.05,Ia-norm,0.0144,0.027000000000000003,0.0,1.3,1.1,0.3895345469022347,,,,,,,0.01704002544283867,0.2826342871460952,0.3895345469022347
91,SN2007as,0.017572,1.113965382,0.07400000000000001,Ia-norm,0.1229,0.0,0.1229,1.9,0.5,0.16786407346332302,0.138,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.05,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.14242789149284366,0.14870114779797206,0.138
92,SN2005M,0.022,0.87,0.06,Ia-91T,0.0273,0.0,0.0273,1.1,1.1,0.1266874722050444,0.117,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.06,https://academic.oup.com/mnras/article/480/2/1445/5056728,,,0.031195564195513725,0.0107303614360994,0.117
93,SN2006sr,0.02414,1.24,0.06,Ia-norm,0.0804,0.2,0.0,1.1,1.1,0.14606785127350447,,,,,,,0.09414607286453247,0.08398223772371338,0.14606785127350447
94,SN1996bl,0.036000000000000004,1.07,0.06,Ia-norm,0.0851,0.08,0.0,,,,,,,,,,0.09942536056041718,,0.0
95,SN2003cq,0.033283,1.2,0.06,Ia-norm,0.0171,0.1,0.0,1.3,0.9,0.19935503570145535,,,,,,,0.020210884511470798,0.06068738559987352,0.19935503570145535
96,SN1996bk,0.006665000000000001,1.78,0.05,Ia-norm,0.0156,0.0,0.0156,,,,,,,,,,0.01798796840012074,,0.0
97,SN2006bu,0.081,0.908304596,0.07,Ia-norm,0.022,0.0,0.022,0.9,1.3,,,,,,,,0.02567853033542633,,0.0
98,SN2007sr,0.005477,0.919,0.07,Ia-norm,0.0398,0.0,0.0398,1.4,1.1,0.23173100680888253,0.173,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.047067709267139435,0.12612042524546752,0.173
99,SN2000bh,0.022809,1.11,0.09,Ia-norm,0.0469,0.0,0.0469,,,,0.065,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.05066080391407013,,0.065
100,SN2001ex,0.026378,1.56,0.12,Ia-91bg,0.0452,0.0,0.0452,1.7,1.8,0.26553274798124576,,,,,,,0.05300687626004219,0.21515318448564358,0.26553274798124576
101,SN2002cr,0.0094,1.19,0.06,Ia-norm,0.0212,0.094,0.0,1.2,1.4,0.09214720525808962,,,,,,,0.024621248245239258,-0.042634345611606506,0.09214720525808962
102,SN2002dj,0.009393,1.19,0.05,Ia-norm,0.0816,0.0,0.0816,1.6,0.9,0.16875733496271939,0.093,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.0951581448316574,0.10451268067944142,0.093
103,SN1998es,0.010567,0.85,0.04,Ia-99aa-like,0.0277,0.152,0.0,1.1,1.1,0.19961866995753025,0.14,Jiawen,,,,,0.032120782881975174,0.08722140483216378,0.14
104,SN2006S,0.032102,0.93,0.04,Ia-99aa-like,0.0139,0.177,0.0,1.1,1.1,0.17233051663100796,,,,,,,0.016686880961060524,0.035280057231492634,0.17233051663100796
105,SN2002G,0.033737,1.25,0.04,Ia-norm,0.0105,0.08,0.0,0.4,1.2,,0.39,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.01265360787510872,,0.39
106,SN2005eq,0.028977,0.88,0.05,Ia-91T,0.0629,0.0,0.0629,1.4,1.0,0.14143280581336454,0.135,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.044,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0739845559000969,0.06702982334165242,0.135
107,SN2003W,0.020071,1.14,0.04,Ia-norm,0.0392,0.239,0.0,1.5,0.9,0.36460753611999364,,,,,,,0.04780600592494011,0.2512140877875062,0.36460753611999364
108,SN2006os,0.032809,1.070987498,0.07,Ia-norm,0.1254,0.0,0.1254,1.9,0.2,,0.471,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.34,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.14586375653743744,,0.471
109,SN2008bc,0.015087,0.94242142,0.07400000000000001,Ia-norm,0.2251,0.0,0.2251,1.6,0.3,0.039793616357085226,0.003,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.0,https://academic.oup.com/mnras/article/480/2/1445/5056728,,,0.26221758127212524,0.14715791727210004,0.003
110,SN2006bw,0.030002,1.28,0.09,Ia-norm,0.0318,0.0,0.0318,1.3,1.1,0.25971968094550013,,,,,,,0.037402596324682236,0.1444171205635847,0.25971968094550013
111,SN2007hj,0.014113,1.95,0.06,Ia-norm,0.0747,0.0,0.0747,1.3,1.1,0.0,,,,,,,0.08809836953878403,0.07432439082828779,0.0
112,SN2006gz,0.02363,0.69,0.04,Ia-supCh,0.0548,0.243,0.0,1.3,1.0,0.06784529023368385,0.18,https://iopscience.iop.org/article/10.1086/523301/pdf,,,,,0.06332291662693024,0.015642054487695845,0.18
113,SN1998eg,0.02476,1.14,0.05,Ia-norm,0.1055,0.202,0.0,,,,,,,,,,0.12065713107585907,,0.0
114,SN2000ce,0.016305,1.0,0.08,Ia-norm,0.0473,0.0,0.0473,,,,0.57,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.056538194417953484,,0.57
115,SN2008af,0.033507,1.33,0.08,Ia-norm,0.0291,0.08,0.0,0.8,1.4,,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.033703435212373734,,0.0
116,SN2005bc,0.012272,1.32,0.05,Ia-norm,0.0089,0.0,0.0089,1.1,1.1,0.48809022400734753,0.43,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.010455524548888206,0.35024682600380075,0.43
117,SN2007ai,0.031662,0.852109517,0.07,Ia-91T,0.28600000000000003,0.0,0.28600000000000003,1.5,0.9,,0.339,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.16,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.3313237726688385,,0.339
118,SN2001az,0.040695,1.09,0.06,Ia-norm,0.0424,0.14,0.0,1.5,0.6,0.08228884172944145,,,,,,,0.050677847117185586,-0.02865500779486041,0.08228884172944145
119,SN2000cu,0.020324,1.48,0.04,Ia-norm,0.0763,0.0,0.0763,1.1,1.1,0.1262638796284214,,,,,,,0.08836852759122849,0.09275592449703396,0.1262638796284214
120,SN2006cm,0.016341,1.04,0.07,Ia-norm,0.0414,0.0,0.0414,1.7,1.5,1.2610574820620122,1.1,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.047917772084474564,1.148305683079684,1.1
121,SN2001gc,0.01929,1.067913277,0.07400000000000001,Ia-norm,0.1801,0.0,0.1801,,,,,,,,,,0.21018162369728088,,0.0
122,SN2013aa,0.003999,0.8,0.0,Ia-norm,0.1458,0.0,0.1458,1.2,1.1,,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/aab716/pdf,,,,,0.1698252260684967,,0.0
123,SN2002dl,0.016250999999999998,1.76,0.05,Ia-norm,0.0668,0.0,0.0668,,,,,,,,,,0.07758741825819017,,0.0
124,SN2004eo,0.015701,1.48242509,0.07400000000000001,Ia-norm,0.093,0.0,0.093,0.4,1.4,0.05067816080801085,0.129,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.077,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.128,https://academic.oup.com/mnras/article/480/2/1445/5056728,0.10801958292722702,0.03733003626006237,0.077
125,SN1999gh,0.007679000000000002,1.69,0.05,Ia-norm,0.0502,0.069,0.0,1.3,1.6,0.11040216465922487,,,,,,,0.0575263686478138,0.10209484326206564,0.11040216465922487
126,SN2006mr,0.005871,1.916371927,0.07400000000000001,Ia-91bg,0.0179,0.0,0.0179,,,,0.08900000000000001,https://arxiv.org/pdf/1702.06585.pdf,0.0,https://academic.oup.com/mnras/article/388/1/421/1014538,,,0.020907914265990257,,0.08900000000000001
127,SN2008L,0.0194,1.38,0.06,Ia-norm,0.1357,0.02,0.0,1.2,1.1,0.05783810191291988,,,,,,,0.15879791975021362,0.07659594635466149,0.05783810191291988
128,SN2002fb,0.015567,1.77,0.11,Ia-91bg,0.0763,0.229,0.0,1.4,1.6,0.0,,,,,,,0.08850562572479248,0.4393500768023806,0.0
129,SN2003Y,0.016942,1.65,0.08,Ia-91bg,0.0399,0.0,0.0399,1.9,1.9,,,,,,,,0.04762005060911178,,0.0
130,SN2005ku,0.045439,1.039873203,0.07400000000000001,Ia-norm,0.0461,0.0,0.0461,1.3,0.1,,0.124,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.05378323048353195,,0.124
131,SN2006br,0.02459,1.12,0.09,Ia-norm,0.0197,0.0,0.0197,0.9,1.3,,0.8959999999999999,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.024557409808039662,,0.8959999999999999
132,SN1999ej,0.013723,1.48,0.03,Ia-norm,0.0605,0.2,0.0,,,,,,,,,,0.07191517949104309,,0.0
133,SN2001V,0.015018,0.82,0.05,Ia-norm,0.0172,0.12,0.0,1.3,1.1,0.16874672732728602,,,,,,,0.019578108564019203,0.04817097329971887,0.16874672732728602
134,SN1991bg,0.003392,1.826828649,0.07400000000000001,Ia-91bg,0.0344,0.0,0.0344,1.5,1.4,0.0,0.0,https://articles.adsabs.harvard.edu/pdf/1992AJ....104.1543F,,,,,0.04112953692674637,0.6385860307979243,0.0
135,SN1991T,0.005790999999999999,0.89854105,0.07400000000000001,Ia-91T,0.0189,0.202,0.0,1.0,1.1,0.33398154525934926,0.21,Jiawen,,,,,0.02190592885017395,0.20535580756761007,0.21
136,SN1999bh,0.017205,1.38,0.08,Ia-norm,0.012,0.0,0.012,,,,0.48,https://arxiv.org/pdf/1202.3140.pdf,,,,,0.014923471026122568,,0.48
137,SN2000cp,0.034204000000000005,1.09,0.09,Ia-norm,0.0421,0.0,0.0421,1.1,1.1,0.4941183348376988,0.51,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.05004759505391121,0.38254423325012255,0.51
138,SN2005bo,0.013896,1.28,0.03,Ia-norm,0.0396,0.2,0.0,1.6,1.3,0.41956902396816764,0.272,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.327,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.0459674559533596,0.31283132321492957,0.327
139,SN1986G,0.001825,0.804213507,0.07400000000000001,Ia-norm,0.0985,0.0,0.0985,1.3,1.9,1.1027286001102017,0.88,https://arxiv.org/pdf/1608.05244.pdf,1.0,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.11444901674985886,1.0795189068666033,1.0
140,SN2005cc,0.007572,1.94,0.06,Iax,0.0056,0.0,0.0056,1.3,1.1,0.0,0.4,https://iopscience.iop.org/article/10.1088/0004-637X/767/1/57/pdf,,,,,0.006524619646370411,0.331034002653535,0.4
141,SN2002bo,0.00424,1.08,0.04,Ia-norm,0.0216,0.555,0.0,1.3,0.8,0.4679251014759773,0.43,https://arxiv.org/pdf/astro-ph/0309665.pdf,0.46,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,0.025067374110221863,0.331451256056539,0.46
142,SN2006hb,0.015344,1.44,0.09,Ia-norm,0.0236,0.16,0.0,1.1,1.1,0.14665698850000136,0.029,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.027268437668681145,0.04412366213175645,0.029
143,SN2008Z,0.02099,1.02,0.05,Ia-99aa-like,0.0099,0.0,0.0099,0.9,1.2,0.3552733740842879,,,,,,,0.011552264913916588,0.2069217311545941,0.3552733740842879
144,SN2002ck,0.029864,1.08,0.09,Ia-norm,0.0847,0.2,0.0,1.0,1.2,0.13347321307909632,,,,,,,0.09812991321086884,0.07006190676030499,0.13347321307909632
145,SN2001N,0.021025,1.106951303,0.07,Ia-norm,0.0215,0.0,0.0215,0.9,1.3,0.551964583628436,,,,,,,0.026916088536381718,0.41724813518991155,0.551964583628436
146,SN2007af,0.005464,1.04,0.05,Ia-norm,0.0338,0.16899999999999998,0.0,1.1,1.1,0.14932862269404407,0.183,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.17800000000000002,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.03918464109301567,0.027843692720256996,0.17800000000000002
147,SN2005W,0.008889483,1.229578651,0.07400000000000001,Ia-norm,0.0615,0.0,0.0615,,,,0.233,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.07151629775762558,,0.233
148,SN2002eu,0.037626,1.52,0.08,Ia-norm,0.039,0.0,0.039,1.9,1.1,0.09244436709856901,,,,,,,0.04544558748602867,0.02481857230992901,0.09244436709856901
149,SN2014J,0.000677,0.95,,Ia-norm,0.1358,1.19,0.054000000000000006,1.1,1.1,1.2809870522706688,1.4,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.15863151848316193,1.284126089976894,1.4
150,SN2005ls,0.021118,0.98,0.03,Ia-norm,0.0807,0.0,0.0807,1.1,1.1,0.39207022782582196,,,,,,,0.09306687116622923,0.32742418124245276,0.39207022782582196
151,SN2002fk,0.007125,1.13,0.03,Ia-norm,0.0344,0.0,0.0344,1.3,1.0,0.04446833767426284,,,,,,,0.03997592628002167,-0.07694959036703963,0.04446833767426284
152,SN2005ki,0.019207,1.41,0.07,Ia-norm,0.0267,0.0,0.0267,1.9,0.9,0.10487774321595905,0.0,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.016,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,0.031960844993591316,0.0016702306950371337,0.016
153,SN2006oa,0.06,0.89,0.07,Ia-norm,0.0352,0.0,0.0352,,,,,,,,,,0.04055522009730339,,0.0
154,SN2003hu,0.075,0.921925786,0.07,Ia-norm,0.052000000000000005,0.0,0.052000000000000005,,,,,,,,,,0.06131739169359207,,0.0
155,SN1998V,0.017586,0.99,0.06,Ia-norm,0.17,0.28600000000000003,0.0,,,,,,,,,,0.19666604697704315,,0.0
156,SN2005lz,0.044341000000000005,1.34,0.08,Ia-norm,0.077,0.2,0.0,1.9,0.7,,,,,,,,0.0898200049996376,,0.0
157,SN2005hf,0.04311,1.31,0.07,Ia-norm,0.0475,0.2,0.0,0.6,1.3,0.5001496984016486,,,,,,,0.05443130061030388,0.40509804437473207,0.5001496984016486
158,SN2005ew,0.003,0.871909301,0.07400000000000001,Ia-99aa-like,0.4283,0.0,0.4283,1.6,0.9,-0.13678766645970003,,,,,,,0.5001208782196045,0.21594051866789243,-0.13678766645970003
159,SN2005bl,0.02406,1.93,0.1,Ia-91bg,0.0251,0.198,0.0,1.9,1.1,0.0,0.257,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.028937455266714093,0.6844490614075802,0.257
160,SN1999ef,0.039137,1.06,0.05,Ia-norm,0.0728,0.0,0.0728,,,,,,,,,,0.08796141296625137,,0.0
161,SN1999aa,0.014443,0.78,0.02,Ia-99aa-like,0.0342,0.05,0.0,1.4,1.3,0.020856732870752015,0.01,Jiawen,,,,,0.03973211348056793,-0.07297659344247265,0.01
162,SN2001ep,0.013129,1.3,0.06,Ia-norm,0.0388,0.198,0.0,1.1,1.1,0.1149913596550316,0.05,https://academic.oup.com/mnras/article/391/4/1605/1746876,,,,,0.04734494537115097,0.011724300907271612,0.05
163,SN1997dt,0.007318000000000002,1.04,0.15,Ia-norm,0.0484,0.0,0.0484,,,,0.52,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.056267820298671715,,0.52
164,SN2001bf,0.015501,0.99,0.06,Ia-norm,0.0845,0.0,0.0845,1.2,1.0,0.0435356805911621,,,,,,,0.09878983348608016,-0.01601760825581877,0.0435356805911621
165,SN2008gp,0.033413,1.06460654,0.07400000000000001,Ia-norm,0.1042,0.18,0.0,1.0,0.3,0.012036809296499529,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,0.098,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.12057452648878098,-0.028698556229770134,0.0
166,SN2006cq,0.048337,0.938834805,0.07,Ia-norm,0.0129,0.0,0.0,1.3,0.9,,,,,,,,0.014974844641983509,,0.0
167,SN1997cw,0.0171,0.979252905,0.07400000000000001,Ia-norm,0.0629,0.0,0.0629,,,,0.3,https://iopscience.iop.org/article/10.3847/1538-4357/ab8e3e/pdf,,,,,0.07361702620983124,,0.3
168,SN2006lf,0.013206,1.3,0.06,Ia-norm,0.8161,1.029,0.8161,1.4,0.8,-0.15259350907477054,0.0,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.9542590379714966,0.6510535247778151,0.0
169,SN2003it,0.025091,1.36,0.09,Ia-norm,0.06,0.118,0.0,,,,,,,,,,0.07069896906614304,,0.0
170,SN2005hj,0.057,0.870415602,0.07,Ia-norm,0.0329,0.2,0.0,,,,0.17,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.066,,,,0.038734536617994315,,0.17
171,SN2006H,0.013993,1.83,0.05,Ia-91bg,0.1774,0.376,0.0,1.4,1.1,,,,,,,,0.20605577528476715,,0.0
