,ObjName,Redshift,DM15,DM15err,Subtype,EBV,EBVhost,EBVmw,pivot,slope,EBVhostNew,EBVPaper1,Source1,EBVPaper2,Source2,EBVPaper3,Source3,EBVmwSFD,maxBV,EBVfinal
46,SN2001ic,0.044237,1.236482598,0.07400000000000001,Ia-norm,0.0591,0.2,0.0,0.2,0.0,,,,,,,,0.06814991682767868,,0.0
47,SN2007ci,0.018126,1.6,0.05,Ia-norm,0.0224,0.066,0.0,1.1,1.5,-0.012141115037240413,,,,,,,0.025818677619099617,-0.07914406964624376,-0.012141115037240413
48,SN1991M,0.007234999999999998,1.22157571,0.07400000000000001,Ia-norm,0.0327,0.0,0.0327,1.6,0.9,0.222960280315102,,,,,,,0.03789515793323517,0.10329531810261727,0.222960280315102
49,SN1996Z,0.007575,1.22,0.1,Ia-norm,0.0547,0.0,0.0547,,,,,,,,,,0.06348617374897003,,0.0
50,SN2006or,0.021013,1.062676017,0.07400000000000001,Ia-norm,0.0255,0.12,0.0,1.7,1.3,0.7677280522874737,,,,,,,0.036036260426044464,0.6424926247632676,0.7677280522874737
51,SN2009dc,0.021391,0.72,0.0,Ia-supCh,0.0597,0.0,0.0597,,,0.0013771835216056516,,,,,,,0.06995665282011032,-0.050700068182518265,0.0013771835216056516
52,SN2007F,0.023591,0.96,0.03,Ia-norm,0.0145,0.046,0.0,1.3,1.0,0.09417903693133878,,,,,,,0.0173605065792799,-0.04474805310251995,0.09417903693133878
53,SN1989B,0.002425,1.114693888,0.07400000000000001,Ia-norm,0.0284,0.0,0.0284,1.2,1.1,0.09351618647493132,0.39,https://academic.oup.com/mnras/article/479/3/3663/5040246,,,,,0.03320001810789108,-0.03486872896191784,0.39
54,SN2006eq,0.049509,1.62,0.05,Ia-norm,0.0416,0.0,0.0416,1.5,1.1,,0.11,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,,,0.04795413836836815,,0.11
55,SN2009ig,0.00877,0.89,0.0,Ia-norm,0.0269,0.0,0.029,1.2,0.7,0.18208133753042172,0.003,https://arxiv.org/pdf/1109.0987.pdf,,,,,0.032241035252809525,0.06475493819607436,0.003
56,SN2004gu,0.045859,0.940148299,0.07400000000000001,Ia-norm,0.0223,0.0,0.0223,1.2,1.7,0.24389485419178997,0.253,https://iopscience.iop.org/article/10.1088/0004-637X/704/2/1036,0.096,https://iopscience.iop.org/article/10.1088/0004-637X/789/1/32/pdf,,,0.026546334847807884,0.11578578556492403,0.253
57,SN2006bz,0.027906,2.09,0.16,Ia-91bg,0.0086,0.0,0.0086,1.9,1.1,,,,,,,,0.010257788002490996,,0.0
58,SN2009Y,0.009353,1.21,0.0,Ia-norm,0.1016,0.0,0.1016,1.5,0.3,0.2549453154899342,0.16899999999999998,https://iopscience.iop.org/article/10.3847/1538-4357/ab2a16/pdf,,,,,0.1016194298863411,0.19826545392582773,0.16899999999999998
