,val_loss,loss
0,-0.16908297682793877,0.3363156765585388
1,-0.1794646987470646,-0.1533691589733334
2,-0.18407686628039302,-0.17344341896898838
3,-0.1902144879116431,-0.18093456245220743
4,-0.19758686592796829,-0.1888046715788769
5,-0.2063970471201145,-0.1970900454112445
6,-0.2131824255943463,-0.204503175849528
7,-0.2183776159742695,-0.21063766345399962
8,-0.22203551432503388,-0.21601281580656073
9,-0.22437072693340904,-0.2206565507782164
10,-0.2283730391681455,-0.22473456115847484
11,-0.23118622278854262,-0.22840356579902338
12,-0.23315662774530777,-0.23182365519087703
13,-0.23533836889247753,-0.23457180919543402
14,-0.23525140268611053,-0.23771706737259343
15,-0.23760200669118783,-0.2401072679141546
16,-0.23721260181665696,-0.24297351772254236
17,-0.2400834890017717,-0.2454871309787777
18,-0.23948695555401375,-0.2479012212970165
19,-0.23977825134793598,-0.25023328892115226
20,-0.23964024805374856,-0.2525569879937453
21,-0.24058079906880184,-0.2545297515111177
22,-0.23985639428271693,-0.2568219076865881
23,-0.2413314430979356,-0.25899414134063536
24,-0.23958232323955397,-0.26116928895136193
25,-0.2395487765706741,-0.2632558014961873
26,-0.23822745042628965,-0.2652863672150874
27,-0.2372650318388123,-0.26766822311944605
28,-0.23701467909023505,-0.2695427572483487
29,-0.23739315184777215,-0.27144074003802127
30,-0.23680246901860744,-0.27378308372050064
31,-0.23602838150002345,-0.2758746072424738
32,-0.235210355051289,-0.2780159158599881
33,-0.23352190663456066,-0.27996062737149185
