,val_loss,loss
0,-0.23541320634278015,0.4715697591172771
1,-0.2619260242395403,-0.2172751741245137
2,-0.2725482160268828,-0.2538188278556797
3,-0.287487475444665,-0.27142993892392003
4,-0.3072010752121589,-0.28902886530195865
5,-0.3259320752071176,-0.3081975018638126
6,-0.3401454494360705,-0.3244395933641814
7,-0.35129998790045747,-0.3372332386189912
8,-0.3596419458589108,-0.3469921989994314
9,-0.36493272025711987,-0.35498802014148945
10,-0.3693071938236271,-0.3616236831446927
11,-0.37591975935587485,-0.3671605532279427
12,-0.3797045156836592,-0.37199298371946726
13,-0.38255007015020104,-0.3761844975036955
14,-0.38453409931447247,-0.3800712712847494
15,-0.38716341875924126,-0.38366175250433054
16,-0.387769974756153,-0.38670532191471174
17,-0.39159291107726485,-0.38967530118425253
18,-0.39435200969963724,-0.39249522821767946
19,-0.39449686872885026,-0.39493967795068324
20,-0.395676520324758,-0.3973911213054268
21,-0.3961781452815433,-0.3997045214499336
22,-0.3972650398355515,-0.4018730757821675
23,-0.39748909287180406,-0.4039814336620854
24,-0.3999866351275957,-0.4059707417849987
25,-0.3982394631834533,-0.4079000094568658
26,-0.40139439255307957,-0.40950073594712727
27,-0.4011227460382942,-0.4113042923824121
28,-0.4017020794218816,-0.4132464771147023
29,-0.402429201588937,-0.41493681254875875
30,-0.40347126450869114,-0.41662277065453546
31,-0.40439841952050526,-0.41806916139957484
32,-0.4038121466493376,-0.41965750958253456
33,-0.4039276563542081,-0.42123574667999436
34,-0.4049710054949849,-0.42254498044551647
35,-0.4048798135038952,-0.42411963363301924
36,-0.4053154586716344,-0.4254475969901244
37,-0.4053675335877616,-0.4271628240868974
38,-0.4067504578695686,-0.4279799143261041
39,-0.4048744951034509,-0.42953805979563475
40,-0.40536091343038455,-0.4309076198640422
41,-0.4069004225107813,-0.4319642227288581
42,-0.40591168655466436,-0.43338163893702597
43,-0.40557867110859763,-0.43454241969108603
44,-0.40564707960507135,-0.4356908991960033
45,-0.4056081539086419,-0.43695482383618944
46,-0.4066206668273057,-0.4379559164017038
47,-0.40463435920926794,-0.43915403920783275
48,-0.4064200663042321,-0.4401456625583657
49,-0.40537452364939575,-0.44114573761495174
50,-0.4048293519343974,-0.4423471981807857
51,-0.40525136366160597,-0.4433571160882165
