,val_loss,loss
0,-0.9693329372961565,-0.28191450812963387
1,-1.0670337512310326,-0.9209387374812198
2,-1.168438086854459,-1.0375314270847353
3,-1.2318776684808699,-1.1069869311940708
4,-1.2632199888703681,-1.1585973285243996
5,-1.2916520101091375,-1.1985636473989378
6,-1.2689071064469672,-1.2281319243979942
7,-1.3283721842360667,-1.2566879002452735
8,-1.3842576797618422,-1.278959343209304
9,-1.3926567741179285,-1.3004627341334198
10,-1.41693815193005,-1.3156806904313958
11,-1.4272473345641685,-1.3330510273817504
12,-1.445835661289743,-1.3493068030299904
13,-1.446687204701105,-1.3640728210834587
14,-1.4762521159283828,-1.3784087922974315
15,-1.4749020030634101,-1.3929371655690153
16,-1.5011771888522105,-1.404063397536883
17,-1.442609048015973,-1.418407505876228
18,-1.4761860223785952,-1.4311023138720176
19,-1.4343476445615058,-1.4406255420305034
20,-1.512086202959407,-1.4524355163142242
21,-1.5488957694233931,-1.4628067678707293
22,-1.553094090829103,-1.4746997751312587
23,-1.4587942321482217,-1.4862830949912897
24,-1.521386731283033,-1.4951417453948608
25,-1.5282458113877422,-1.5048501005846553
26,-1.5471944934400084,-1.5126573754206365
27,-1.5805742633032573,-1.5236566819842512
28,-1.5884058364602023,-1.5321181921453115
29,-1.5828985713084338,-1.5406413716234735
30,-1.5478524780482046,-1.548089048868894
31,-1.5467490336600191,-1.5554538346003697
32,-1.5561409613352175,-1.5642045932441402
33,-1.6090693551220983,-1.5716869673989824
34,-1.6017543937159167,-1.578408162958096
35,-1.6147110798708613,-1.585641211152041
36,-1.607617051678815,-1.5919672424650149
37,-1.601466111013644,-1.6007886348258233
38,-1.617333091982438,-1.6077274330283386
39,-1.6266156021362348,-1.614152933623851
40,-1.6192644494704709,-1.6207245745397993
41,-1.6220969841443473,-1.6252510269647058
42,-1.6298866913172059,-1.6353541388603974
43,-1.6137083968121473,-1.6392954534709372
44,-1.5629210515201242,-1.6469379769701404
45,-1.6294239127029342,-1.6515778248598973
46,-1.6285708536619747,-1.659354419531874
47,-1.6406040637415729,-1.6647177258099435
48,-1.60208249407761,-1.6694455966733364
49,-1.6272936721510143,-1.675288241117038
50,-1.6265396101530207,-1.6818295902007314
51,-1.604001395663385,-1.686901675564693
52,-1.5351946302034492,-1.6910756517959065
53,-1.638409562520434,-1.6969739567312814
54,-1.6364932435464123,-1.703596529006782
55,-1.6083718020878106,-1.7090655059178699
56,-1.624890492035446,-1.7139983601845974
57,-1.6285103495813256,-1.7183281991358383
