,val_loss,loss
0,-1.659162360513482,-1.7258490080248845
1,-1.661152906690137,-1.7283225652653682
2,-1.6602685456448316,-1.7298056636306762
3,-1.6647337978950656,-1.7311208984046802
4,-1.6538095054279514,-1.7324508395234508
5,-1.6676117611074128,-1.7316288196746503
6,-1.6643540137598598,-1.7329768142848296
7,-1.6613330702174514,-1.7332522992728852
8,-1.664861997563307,-1.7325900712396038
9,-1.6621456850571428,-1.734003942822663
10,-1.6656212610718624,-1.7340330271138058
11,-1.6644772385606672,-1.7330004887237909
12,-1.664038254373117,-1.7340207005921395
13,-1.664946516702561,-1.7340338834775602
14,-1.6643171032644926,-1.7352735877386394
15,-1.660030791404306,-1.7342560152487396
