,val_loss,loss
0,-0.2832448537410637,-0.2977981282095565
1,-0.2833891132790291,-0.29808780993552536
2,-0.2833990218204039,-0.29830847870611193
3,-0.28342285511434945,-0.29843973259700063
4,-0.2834408109003625,-0.298487796991294
5,-0.28347220806902024,-0.2987567871622642
6,-0.2834424535552395,-0.2987312392185333
7,-0.2834419018177017,-0.29877990693844886
8,-0.2834320757731078,-0.29883377517359255
9,-0.2834432361492659,-0.2987385749931051
10,-0.28348341894374857,-0.29891750364199393
11,-0.2834577083505301,-0.29899674381613855
12,-0.2834259180080608,-0.29903884044339857
13,-0.28344563702380854,-0.29901213045391134
14,-0.2833324934641337,-0.2991682327595239
15,-0.2834512089052536,-0.29932062951422617
16,-0.2833135773337933,-0.2992089334329923
17,-0.28331406990586405,-0.2991945143512001
18,-0.2833169634348232,-0.29929367826050807
19,-0.28339383013644254,-0.2991538466709251
20,-0.283448059232779,-0.2992163364482932
