,val_loss,loss
0,-0.28113029481023516,-0.2978152007392004
1,-0.2811735141065959,-0.2981713599792236
2,-0.28107355776234977,-0.29849163386648836
3,-0.2812296862004403,-0.29860914648810155
4,-0.28119127466440913,-0.2986394913142594
5,-0.2811976740457977,-0.2987467078974501
6,-0.2811587333898788,-0.2989223075037634
7,-0.28120320386225633,-0.2988517353808508
8,-0.2811142446573171,-0.29902282194852814
9,-0.28110724670420917,-0.2990511048311047
10,-0.2810995778385846,-0.2990713844040856
11,-0.28115201977000326,-0.29917195893143805
12,-0.2811630022243067,-0.2992869767423764
13,-0.28098964002202137,-0.29927055691020626
