,Phase,Ascii file,Tel
0,11.894760717594181,110085.SN2010ev.ascii,VLT-UT1 / FORS2
1,-1.0851103472159593,110130.SN2010ev.ascii,VLT-UT1 / FORS2
2,2.8946863310193294,110135.SN2010ev.ascii,VLT-UT1 / FORS2
3,-1.0932609837836935,110185.SN2010ev.ascii,VLT-UT1 / FORS2
