,Phase,Ascii file,Tel
0,-4.969004629630945,535.SN2004fz.ascii,Lick-3m / KAST
1,18.162997685183655,536.SN2004fz.ascii,Keck1 / LRIS
2,-4.969000000004598,100715.SN2004fz.ascii,Lick-3m / KAST
3,18.16299999999319,100716.SN2004fz.ascii,Keck1 / LRIS
4,-6.889999999999418,102933.SN2004fz.ascii,FLWO-1.5m / FAST
